Operator;Package Name Purchase ;Package customer type;Package launch date;Package active status;Package Price ;Package Type 1 ;Package Type 2;Package Validity;Scheme of package 1;Scheme of package 2;Scheme of package 3;Scheme of package 4;Scheme of package 5;Scheme of package 6;Value-added Service(VAS)- ;Type of VAS ;Category Business;SOP
Indosat Ooredo;Super Plan 100 (3 mo);Postpaid;2014-07-01;Yes;100000;No;Yes;90;;;;;;Yes;No;;Validity + quota;6
Indosat Ooredo;Super Plan 150 (3 mo);Postpaid;2014-07-01;Yes;150000;No;Yes;90;;;;;;Yes;No;;Validity + quota;6
Indosat Ooredo;Super Plan 150 (12 mo);Postpaid;2014-07-01;Yes;150000;No;Yes;365;;;;;;Yes;No;;Validity + quota;6
Indosat Ooredo;Super Plan 200 (12 mo);Postpaid;2014-07-01;Yes;200000;No;Yes;365;;;;;;Yes;No;;Validity + quota;6
Indosat Ooredo;Super Plan 300 (12 mo);Postpaid;2014-07-01;Yes;300000;No;Yes;365;;;;;;Yes;No;;Validity + quota;6
Indosat Ooredo;Super Plan 400 (12 mo);Postpaid;2014-07-01;Yes;400000;No;Yes;365;;;;;;Yes;No;;Validity + quota;6
Indosat Ooredo;Super Plan 150 (24 mo);Postpaid;2014-07-01;Yes;150000;No;Yes;730;;;;;;Yes;No;;Validity + quota;6
Indosat Ooredo;Super Plan 200 (24 mo);Postpaid;2014-07-01;Yes;200000;No;Yes;730;;;;;;Yes;No;;Validity + quota;6
Indosat Ooredo;Super Plan 300 (24 mo);Postpaid;2014-07-01;Yes;300000;No;Yes;730;;;;;;Yes;No;;Validity + quota;6
Indosat Ooredo;Super Plan 400 (24 mo);Postpaid;2014-07-01;Yes;400000;No;Yes;730;;;;;;Yes;No;;Validity + quota;6
Indosat Ooredo;Freedom Internet 10GB Postpaid;Postpaid;2019-10-01;Yes;50000;No;Yes;30;;;;;;Yes;No;;Validity + quota;6
Indosat Ooredo;Freedom Internet 21GB Postpaid;Postpaid;2019-10-01;Yes;75000;No;Yes;30;;;;;;Yes;No;;Validity + quota;6
Indosat Ooredo;Freedom Internet 32GB Postpaid;Postpaid;2019-10-01;Yes;100000;No;Yes;30;;;;;;Yes;No;;Validity + quota;6
Indosat Ooredo;Freedom U 3GB + 15GB Application Postpaid;Postpaid;2019-10-01;Yes;60000;No;Yes;30;;;;;;Yes;Yes;Yes;Validity + quota;6
Indosat Ooredo;Freedom U 7GB + 20GB Application Postpaid;Postpaid;2019-10-01;Yes;80000;No;Yes;30;;;;;;Yes;Yes;Yes;Validity + quota;6
Indosat Ooredo;Freedom U 10GB + 25GB Application Postpaid;Postpaid;2019-10-01;Yes;100000;No;Yes;30;;;;;;Yes;Yes;Yes;Validity + quota;6
Indosat Ooredo;Freedom U 60GB Postpaid;Postpaid;2019-10-01;Yes;150000;No;Yes;30;;;;;;Yes;Yes;Yes;Validity + quota;6
Indosat Ooredo;SMS per Month;Prepaid;;Yes;22500;No;Yes;30;;;;Yes;;;No;;Sms;4
Indosat Ooredo;Roaming Quota 5GB Single Country Pack China 7 Days;Prepaid;2016-06-01;Yes;200000;No;Yes;7;Yes;;;;;;No;;Roaming;1
Indosat Ooredo;Roaming Quota 100GB Single Country Pack Singapore 7 Days;Prepaid;2016-06-01;Yes;100000;No;Yes;7;Yes;;;;;;No;;Roaming;1
Indosat Ooredo;Roaming Quota 100GB Single Country Pack Malaysia 7 Days;Prepaid;2016-06-01;Yes;100000;No;Yes;7;Yes;;;;;;No;;Roaming;1
Indosat Ooredo;Roam Quota 1GB Asia Australia 3 Days;Prepaid;2016-06-01;Yes;100000;No;Yes;3;Yes;;;;;;No;;Roaming;1
Indosat Ooredo;Roam Quota 2.5GB Asia Australia 7 Days;Prepaid;2016-06-01;Yes;200000;No;Yes;7;Yes;;;;;;No;;Roaming;1
Indosat Ooredo;Roam Quota 1GB America Europe Africa Asia Australia 3 Days;Prepaid;2016-06-01;Yes;250000;No;Yes;3;Yes;;;;;;No;;Roaming;1
Indosat Ooredo;Roam Quota 2GB America Europe Africa Asia Australia 7 Days;Prepaid;2016-06-01;Yes;400000;No;Yes;7;Yes;;;;;;No;;Roaming;1
Indosat Ooredo;Roam Quota 300MB Asia Australia 1 Day;Prepaid;2016-06-01;Yes;45000;No;Yes;1;Yes;;;;;;No;;Roaming;1
Indosat Ooredo;Roam Quota 300MB America Europe Africa Asia Australia 1 Day;Prepaid;2016-06-01;Yes;80000;No;Yes;1;Yes;;;;;;No;;Roaming;1
Indosat Ooredo;Roam Booster Asia Australia;Prepaid;2016-06-01;Yes;35000;Yes;No;1;Yes;;;;;;No;;Roaming;1
Indosat Ooredo;Roam Booster America Europe Africa Asia Australia;Prepaid;2016-06-01;Yes;70000;Yes;No;1;Yes;;;;;;No;;Roaming;1
Indosat Ooredo;Roam U Asia Australia 3 Days;Prepaid;2016-06-01;Yes;150000;Yes;No;3;Yes;;;;;;No;;Roaming;1
Indosat Ooredo;Roam U Asia Australia 7 Days;Prepaid;2016-06-01;Yes;250000;Yes;No;7;Yes;;;;;;No;;Roaming;1
Indosat Ooredo;Roam U America Europe Africa Asia Australia 3 Days;Prepaid;2016-06-01;Yes;300000;Yes;No;3;Yes;;;;;;No;;Roaming;1
Indosat Ooredo;Roam U America Europe Africa Asia Australia 7 Days;Prepaid;2016-06-01;Yes;500000;Yes;No;7;Yes;;;;;;No;;Roaming;1
Indosat Ooredo;Roam U Asia Australia 3 Days;Prepaid;2016-06-01;Yes;150000;Yes;No;3;Yes;;;;;;No;;Roaming;1
Indosat Ooredo;Roam U Asia Australia 7 Days;Prepaid;2016-06-01;Yes;250000;Yes;No;7;Yes;;;;;;No;;Roaming;1
Indosat Ooredo;Roam U America Europe Africa Asia Australia 3 Days;Prepaid;2016-06-01;Yes;300000;Yes;No;3;Yes;;;;;;No;;Roaming;1
Indosat Ooredo;Roam U America Europe Africa Asia Australia 7 Days;Prepaid;2016-06-01;Yes;500000;Yes;No;7;Yes;;;;;;No;;Roaming;1
Indosat Ooredo;Roam U America Europe Africa Asia Australia 1 Day;Prepaid;2016-06-01;Yes;150000;Yes;No;1;Yes;;;;;;No;;Roaming;1
Indosat Ooredo;Roam U Asia Australia;Prepaid;2016-06-01;Yes;65000;Yes;No;1;Yes;;;;;;No;;Roaming;1
Indosat Ooredo;Umrah Hajj Combo 10 Days;Prepaid;2019-07-01;Yes;325000;No;Yes;10;;;Yes;;;;No;;Roaming;3
Indosat Ooredo;Umrah Hajj Internet 10 Days;Prepaid;2019-07-01;Yes;245000;No;Yes;10;Yes;;;;;;No;;Roaming;1
Indosat Ooredo;Umrah Hajj Call and SMS 10 Days;Prepaid;2019-07-01;Yes;200000;No;Yes;10;;;;Yes;;;No;;Roaming;4
Indosat Ooredo;Umrah Hajj Combo 15 Days;Prepaid;2019-07-01;Yes;450000;No;Yes;10;;;Yes;;;;No;;Roaming;3
Indosat Ooredo;Umrah Hajj Internet 15 Days;Prepaid;2019-07-01;Yes;325000;No;Yes;10;Yes;;;;;;No;;Roaming;1
Indosat Ooredo;Umrah Hajj Call and SMS 15 Days;Prepaid;2019-07-01;Yes;245000;No;Yes;10;;;;Yes;;;No;;Roaming;4
Indosat Ooredo;Umrah Hajj Combo 20 Days;Prepaid;2019-07-01;Yes;500000;No;Yes;10;;;Yes;;;;No;;Roaming;3
Indosat Ooredo;Umrah Hajj Internet 20 Days;Prepaid;2019-07-01;Yes;350000;No;Yes;10;Yes;;;;;;No;;Roaming;1
Indosat Ooredo;Umrah Hajj Call and SMS 20 Days;Prepaid;2019-07-01;Yes;275000;No;Yes;10;;;;Yes;;;No;;Roaming;4
XL;Paket Akrab;Prepaid;2021-04-14;Yes;55000;No;Yes;30;;;;;;Yes;Yes;Yes;Validity + quota;6
XL;Paket Akrab;Prepaid;2021-04-14;Yes;110000;No;Yes;30;;;;;;Yes;Yes;Yes;Validity + quota;6
XL;Paket Akrab;Prepaid;2021-04-14;Yes;180000;No;Yes;30;;;;;;Yes;Yes;Yes;Validity + quota;6
XL;Paket Akrab;Prepaid;2021-04-14;Yes;280000;No;Yes;30;;;;;;Yes;Yes;Yes;Validity + quota;6
XL;Paket Akrab;Prepaid;2021-04-14;Yes;450000;No;Yes;30;;;;;;Yes;Yes;Yes;Validity + quota;6
XL;Xtra Combo Plus (Reguler);Prepaid;2021-08-18;Yes;57000;No;Yes;30;;Yes;;;;;Yes;Yes;Validity + quota;2
XL;Xtra Combo Plus (Reguler);Prepaid;2021-08-18;Yes;83000;No;Yes;30;;Yes;;;;;Yes;Yes;Validity + quota;2
XL;Xtra Combo Plus (Reguler);Prepaid;2021-08-18;Yes;113000;No;Yes;30;;Yes;;;;;Yes;Yes;Validity + quota;2
XL;Xtra Combo Plus (Reguler);Prepaid;2021-08-18;Yes;154000;No;Yes;30;;Yes;;;;;Yes;Yes;Validity + quota;2
XL;Xtra Combo Plus (Reguler);Prepaid;2021-08-18;Yes;204000;No;Yes;30;;Yes;;;;;Yes;Yes;Validity + quota;2
XL;Xtra Combo Plus (VIP);Prepaid;2021-08-18;Yes;67000;No;Yes;30;;Yes;;;;;Yes;Yes;Validity + quota;2
XL;Xtra Combo Plus (VIP);Prepaid;2021-08-18;Yes;92000;No;Yes;30;;Yes;;;;;Yes;Yes;Validity + quota;2
XL;Xtra Combo Plus (VIP);Prepaid;2021-08-18;Yes;121500;No;Yes;30;;Yes;;;;;Yes;Yes;Validity + quota;2
XL;Xtra Combo Plus (VIP);Prepaid;2021-08-18;Yes;162500;No;Yes;30;;Yes;;;;;Yes;Yes;Validity + quota;2
XL;Xtra Combo Plus (VIP);Prepaid;2021-08-18;Yes;212500;No;Yes;30;;Yes;;;;;Yes;Yes;Validity + quota;2
XL;Xtra Combo Mini 1.5GB;Prepaid;2021-08-04;Yes;8500;No;Yes;7;Yes;;;;;;Yes;Yes;Validity + quota;1
XL;Xtra Combo Mini 2.5GB;Prepaid;2021-08-04;Yes;12500;No;Yes;7;Yes;;;;;;Yes;Yes;Validity + quota;1
XL;Xtra Combo Mini 4GB;Prepaid;2021-08-04;Yes;15500;No;Yes;7;Yes;;;;;;Yes;Yes;Validity + quota;1
XL;Xtra Combo Mini 6GB;Prepaid;2021-08-04;Yes;19500;No;Yes;7;Yes;;;;;;Yes;Yes;Validity + quota;1
XL;XTRA ON 1GB;Prepaid;2021-07-23;Yes;13000;No;Yes;30;Yes;;;;;;No;;Validity + quota;1
XL;XTRA ON 2GB;Prepaid;2021-07-23;Yes;22000;No;Yes;30;Yes;;;;;;No;;Validity + quota;1
XL;Xtra Conference;Prepaid;2020-07-01;Yes;2000;No;Yes;1;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Conference;Prepaid;2020-07-01;Yes;4000;No;Yes;3;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Conference;Prepaid;2020-07-01;Yes;10000;No;Yes;7;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Edukasi;Prepaid;2020-07-01;Yes;1000;No;Yes;1;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Edukasi;Prepaid;2020-07-01;Yes;2500;No;Yes;3;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Edukasi;Prepaid;2020-07-01;Yes;7500;No;Yes;7;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota 30GB;Prepaid;2018-01-22;Yes;11900;No;Yes;30;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota Youtube;Prepaid;;Yes;2200;No;Yes;1;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota Youtube;Prepaid;;Yes;5500;No;Yes;3;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota Youtube;Prepaid;;Yes;9000;No;Yes;7;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota Instagram;Prepaid;;Yes;2200;No;Yes;1;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota Instagram;Prepaid;;Yes;5500;No;Yes;3;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota Instagram;Prepaid;;Yes;9000;No;Yes;7;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota Facebook;Prepaid;;Yes;2200;No;Yes;1;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota Facebook;Prepaid;;Yes;5500;No;Yes;3;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota Facebook;Prepaid;;Yes;9000;No;Yes;7;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota TikTok;Prepaid;;Yes;2200;No;Yes;1;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota TikTok;Prepaid;;Yes;5500;No;Yes;3;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota TikTok;Prepaid;;Yes;9000;No;Yes;7;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota Tinder;Prepaid;;Yes;1200;No;Yes;1;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota Tinder;Prepaid;;Yes;2500;No;Yes;3;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota Tinder;Prepaid;;Yes;4500;No;Yes;7;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota Netflix;Prepaid;;Yes;2000;No;Yes;1;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota Netflix;Prepaid;;Yes;5500;No;Yes;3;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota Netflix;Prepaid;;Yes;9000;No;Yes;7;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota Vidio;Prepaid;;Yes;2000;No;Yes;1;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota Vidio;Prepaid;;Yes;5500;No;Yes;3;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota Vidio;Prepaid;;Yes;9000;No;Yes;7;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota Viu;Prepaid;;Yes;2000;No;Yes;1;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota Viu;Prepaid;;Yes;5500;No;Yes;3;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota Viu;Prepaid;;Yes;9000;No;Yes;7;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota Iflix;Prepaid;;Yes;2000;No;Yes;1;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota Iflix;Prepaid;;Yes;5500;No;Yes;3;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota Iflix;Prepaid;;Yes;9000;No;Yes;7;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota Klik Film;Prepaid;;Yes;2000;No;Yes;1;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota Klik Film;Prepaid;;Yes;5500;No;Yes;3;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota Klik Film;Prepaid;;Yes;9000;No;Yes;7;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota Mobile Legends;Prepaid;;Yes;1200;No;Yes;1;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota Mobile Legends;Prepaid;;Yes;2500;No;Yes;3;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota PUBG;Prepaid;;Yes;1200;No;Yes;1;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota PUBG;Prepaid;;Yes;2500;No;Yes;3;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota Free Fire;Prepaid;;Yes;1200;No;Yes;1;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota Free Fire;Prepaid;;Yes;2500;No;Yes;3;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota AOV;Prepaid;;Yes;1200;No;Yes;1;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota AOV;Prepaid;;Yes;2500;No;Yes;3;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota Waze;Prepaid;;Yes;1200;No;Yes;1;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota Waze;Prepaid;;Yes;2500;No;Yes;3;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota Waze;Prepaid;;Yes;4500;No;Yes;7;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota JOOX;Prepaid;;Yes;1200;No;Yes;1;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota JOOX;Prepaid;;Yes;2500;No;Yes;3;Yes;;;;;;Yes;VAS;VAS;1
XL;Xtra Kuota Malam;Prepaid;;Yes;1200;No;Yes;1;Yes;;;;;;No;;Validity + quota;1
XL;Nelp ke semua operator;Prepaid;;Yes;140000;No;Yes;30;;;;;Yes;;No;;Voice;5
XL;Nelp ke semua operator;Prepaid;;Yes;60000;No;Yes;30;;;;;Yes;;No;;Voice;5
XL;Nelp ke semua operator;Prepaid;;Yes;40000;No;Yes;30;;;;;Yes;;No;;Voice;5
XL;Nelp ke semua operator;Prepaid;;Yes;75000;No;Yes;30;;;;;Yes;;No;;Voice;5
XL;Nelp ke semua operator;Prepaid;;Yes;12000;No;Yes;7;;;;;Yes;;No;;Voice;5
XL;Nelp ke semua operator;Prepaid;;Yes;10000;No;Yes;1;;;;;Yes;;No;;Voice;5
XL;Nelp ke semua operator;Prepaid;;Yes;6000;No;Yes;1;;;;;Yes;;No;;Voice;5
XL;Hotrod Baru Harian;Prepaid;;Yes;18000;No;Yes;5;Yes;;;;;;No;;Validity + quota;1
XL;Hotrod Baru Harian;Prepaid;;Yes;11000;No;Yes;3;Yes;;;;;;No;;Validity + quota;1
XL;Hotrod Baru Harian;Prepaid;;Yes;6500;No;Yes;1;Yes;;;;;;No;;Validity + quota;1
XL;Hotrod Baru Mingguan;Prepaid;;Yes;28000;No;Yes;7;Yes;;;;;;No;;Validity + quota;1
XL;Hotrod Baru Mingguan;Prepaid;;Yes;21000;No;Yes;8;Yes;;;;;;No;;Validity + quota;1
XL;Hotrod Baru Mingguan;Prepaid;;Yes;11000;No;Yes;9;Yes;;;;;;No;;Validity + quota;1
XL;Hotrod Baru Mingguan;Prepaid;;Yes;5700;No;Yes;10;Yes;;;;;;No;;Validity + quota;1
XL;Xtra Unlimited JOOX;Prepaid;2020-07-14;Yes;20000;No;Yes;30;Yes;;;;;;No;;Validity + quota;1
XL;Xtra Unlimited Basic;Prepaid;2020-07-14;Yes;40000;No;Yes;30;Yes;;;;;;No;;VAS;1
XL;Xtra Unlimited Netflix;Prepaid;2020-07-14;Yes;50000;No;Yes;30;Yes;;;;;;No;;VAS;1
XL;Xtra Unlimited Youtube;Prepaid;2020-07-14;Yes;50000;No;Yes;30;Yes;;;;;;No;;VAS;1
XL;Xtra Unlimited TikTok;Prepaid;2020-07-14;Yes;50000;No;Yes;30;Yes;;;;;;No;;VAS;1
XL;Xtra Unlimited Viu;Prepaid;2020-07-14;Yes;50000;No;Yes;30;Yes;;;;;;No;;VAS;1
XL;Xtra Unlimited Standar;Prepaid;2020-07-14;Yes;60000;No;Yes;30;Yes;;;;;;No;;VAS;1
XL;Xtra Unlimited Super;Prepaid;2020-07-14;Yes;100000;No;Yes;30;Yes;;;;;;No;;VAS;1
XL;Xtra Unlimited Premium;Prepaid;2020-07-14;Yes;150000;No;Yes;30;Yes;;;;;;No;;VAS;1
XL;XTRA Combo VIP;Prepaid;2019-04-08;Yes;69000;No;Yes;30;;Yes;;;;;Yes;Yes;Validity + quota;2
XL;XTRA Combo VIP;Prepaid;2019-04-08;Yes;99000;No;Yes;30;;Yes;;;;;Yes;Yes;Validity + quota;2
XL;XTRA Combo VIP;Prepaid;2019-04-08;Yes;139000;No;Yes;30;;Yes;;;;;Yes;Yes;Validity + quota;2
XL;XTRA Combo VIP;Prepaid;2019-04-08;Yes;189000;No;Yes;30;;Yes;;;;;Yes;Yes;Validity + quota;2
XL;XTRA Combo VIP;Prepaid;2019-04-08;Yes;249000;No;Yes;30;;Yes;;;;;Yes;Yes;Validity + quota;2
XL;XTRA Combo;Prepaid;;Yes;59000;No;Yes;30;;Yes;;;;;Yes;Yes;Validity + quota;2
XL;XTRA Combo;Prepaid;;Yes;89000;No;Yes;30;;Yes;;;;;Yes;Yes;Validity + quota;2
XL;XTRA Combo;Prepaid;;Yes;129000;No;Yes;30;;Yes;;;;;Yes;Yes;Validity + quota;2
XL;XTRA Combo;Prepaid;;Yes;179000;No;Yes;30;;Yes;;;;;Yes;Yes;Validity + quota;2
XL;XTRA Combo;Prepaid;;Yes;239000;No;Yes;30;;Yes;;;;;Yes;Yes;Validity + quota;2
XL;Roaming Harian;Prepaid;2017-08-12;Yes;84900;No;Yes;1;Yes;;;;;;No;;Roaming;1
XL;Roaming Harian;Prepaid;2017-08-13;Yes;249900;No;Yes;1;Yes;;;;;;No;;Roaming;1
XL;XL PASS;Prepaid;;Yes;250000;No;Yes;7;Yes;;;;;;No;;Roaming;1
XL;XL PASS;Prepaid;;Yes;150000;No;Yes;3;Yes;;;;;;No;;Roaming;1
XL;XL PASS;Prepaid;;Yes;85000;No;Yes;1;Yes;;;;;;No;;Roaming;1
XL;XL PASS;Prepaid;;Yes;950000;No;Yes;30;Yes;;;;;;No;;Roaming;1
XL;XL Roaming Combo;Prepaid;;Yes;160000;No;Yes;1;;;Yes;;;;No;;Roaming;3
XL;XL Roaming Combo;Prepaid;;Yes;225000;No;Yes;3;;;Yes;;;;No;;Roaming;3
XL;XL Roaming Combo;Prepaid;;Yes;425000;No;Yes;7;;;Yes;;;;No;;Roaming;3
XL;XL Roaming Combo;Prepaid;;Yes;825000;No;Yes;30;;;Yes;;;;No;;Roaming;3
XL;Umrah dan Haji;Prepaid;;Yes;339000;No;Yes;20;;;Yes;;;;No;;Roaming;3
XL;Umrah dan Haji;Prepaid;;Yes;199000;No;Yes;10;;;Yes;;;;No;;Roaming;3
XL;Umrah dan Haji;Prepaid;;Yes;249000;No;Yes;20;;;Yes;;;;No;;Roaming;3
XL;Umrah dan Haji;Prepaid;;Yes;379000;No;Yes;40;;;Yes;;;;No;;Roaming;3
XL;Umrah dan Haji;Prepaid;;Yes;299000;No;Yes;10;;;Yes;;;;No;;Roaming;3
XL;Umrah dan Haji;Prepaid;;Yes;549000;No;Yes;40;;;Yes;;;;No;;Roaming;3
XL;Umrah dan Haji;Prepaid;;Yes;149000;No;Yes;10;;;Yes;;;;No;;Roaming;3
XL;Umrah dan Haji;Prepaid;;Yes;179000;No;Yes;20;;;Yes;;;;No;;Roaming;3
XL;Umrah dan Haji;Prepaid;;Yes;199000;No;Yes;40;;;Yes;;;;No;;Roaming;3
XL;Umrah dan Haji;Prepaid;;Yes;99000;No;Yes;1;Yes;;;;;;No;;Roaming;1
XL;Umrah dan Haji;Prepaid;;Yes;79000;No;Yes;1;Yes;;;;;;No;;Roaming;1
XL;myPRIO X Unlimited (Silver X);Postpaid;2020-08-01;Yes;100000;No;Yes;30;;Yes;;;;;Yes;Yes;Unlimited;2
XL;myPRIO X Unlimited (Gold X);Postpaid;2020-08-01;Yes;150000;No;Yes;30;;Yes;;;;;Yes;Yes;Unlimited;2
XL;myPRIO X Unlimited (Platinum X);Postpaid;2020-08-01;Yes;250000;No;Yes;30;;Yes;;;;;No;;Unlimited;2
XL;myPRIO X Unlimited (Diamond X);Postpaid;2020-08-01;Yes;450000;No;Yes;30;;Yes;;;;;No;;Unlimited;2
XL;myPRIO X Unlimited (Ultima X);Postpaid;2020-08-01;Yes;888000;No;Yes;30;;Yes;;;;;No;;Unlimited;2
